,name_scrapped,id,link_spotify,followers,generos,imagenes,popularidad,nombre_en_spotify,type_of_artist,lugar_extraido,index_on_last_dataset
243,Jaison Neutra,<built-in function id>,https://open.spotify.com/artist/0tzIRowoKOf2XyvvuSBRWf,1589,['cumbia'],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eba44f3a82bd221b79476e04a1', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174a44f3a82bd221b79476e04a1', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178a44f3a82bd221b79476e04a1', 'width': 160}]",28,Jaison Neutra,<class 'type'>,bomm,244
244,Jet Lag,<built-in function id>,https://open.spotify.com/artist/56FMPucjgkmjixJ76WKFjk,965,['deep pop emo'],"[{'height': 336, 'url': 'https://i.scdn.co/image/28e78eb16a3cc4f933c6235bc3dca6fa7a2e1adf', 'width': 336}, {'height': 200, 'url': 'https://i.scdn.co/image/4ec80ee8f4e6f156b5ce75105cf099d8a263ad7c', 'width': 200}, {'height': 64, 'url': 'https://i.scdn.co/image/9036e1a0893f888672cbc8ce2d577d0eb209819a', 'width': 64}]",9,Jet Lag Gemini,<class 'type'>,bomm,245
245,Jet-set-maní,<built-in function id>,https://open.spotify.com/artist/0tXMobuxp5mpXlpqhFkm3U,60,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb72a534f3c6403faefdc93cb3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517472a534f3c6403faefdc93cb3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17872a534f3c6403faefdc93cb3', 'width': 160}]",0,Jet-Set-Maní,<class 'type'>,bomm,246
246,Job Saas & The Heartbeat,<built-in function id>,https://open.spotify.com/artist/629Uro84J2bTUFYwotAlO2,237,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc7964249e44876b3ea524d6d', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c7964249e44876b3ea524d6d', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c7964249e44876b3ea524d6d', 'width': 160}]",5,Jobsaas & The Heartbeat,<class 'type'>,bomm,247
247,Juan Astonauta,<built-in function id>,https://open.spotify.com/artist/4pcBzfDpLQElWkjEif8BI3,913,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebf13aa34d46e2d1a0aebf0a38', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174f13aa34d46e2d1a0aebf0a38', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178f13aa34d46e2d1a0aebf0a38', 'width': 160}]",23,Juan Astronauta,<class 'type'>,bomm,248
248,Juancho Gutiérrez,<built-in function id>,https://open.spotify.com/artist/3B9nVJ03lO74LG2XMRP7rH,117,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb4240419976bd9aaa916fe4b1', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051744240419976bd9aaa916fe4b1', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1784240419976bd9aaa916fe4b1', 'width': 160}]",3,Juancho Gutiérrez,<class 'type'>,bomm,249
249,Julio Victoria,<built-in function id>,https://open.spotify.com/artist/5KNJ4i9KgTauTzDtrnki5O,3579,['colombian electronic'],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb3e93d0576f78355411bfdb57', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051743e93d0576f78355411bfdb57', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1783e93d0576f78355411bfdb57', 'width': 160}]",20,Julio Victoria,<class 'type'>,bomm,250
250,Kalido Time,<built-in function id>,https://open.spotify.com/artist/4lmkpjnI2Imh9rXwHhKzPE,137,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebbde24f3c1146e8ab5b1fdbb4', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174bde24f3c1146e8ab5b1fdbb4', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178bde24f3c1146e8ab5b1fdbb4', 'width': 160}]",18,Kalido Time,<class 'type'>,bomm,251
251,Keke Minowa,<built-in function id>,https://open.spotify.com/artist/0jhgrCkiSuW5UPZRJoUXHb,709,['dancehall colombiano'],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eba465e7502be2730a5dfa28f0', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174a465e7502be2730a5dfa28f0', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178a465e7502be2730a5dfa28f0', 'width': 160}]",22,Keke Minowa,<class 'type'>,bomm,252
252,Kexxy Pardo,<built-in function id>,https://open.spotify.com/artist/2m6kEXGT6VWc6JqJj36iBx,1557,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb419b1ac78b66d4424429bfb5', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174419b1ac78b66d4424429bfb5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178419b1ac78b66d4424429bfb5', 'width': 160}]",28,Kexxy Pardo,<class 'type'>,bomm,253
253,Kid Fresco,<built-in function id>,https://open.spotify.com/artist/2Mqd2MLJTKaLBG8N5vS5rD,617,['pop venezolano'],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eba6c60c45247e9a6a56a2df76', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174a6c60c45247e9a6a56a2df76', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178a6c60c45247e9a6a56a2df76', 'width': 160}]",27,Kid Fresco,<class 'type'>,bomm,254
254,KoKodrilo,<built-in function id>,https://open.spotify.com/artist/7mh8HeKBDTRexFMCB7YqJz,637,"['colombian indie', 'latintronica']","[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb39da4e0bc7b484b7618a13d4', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517439da4e0bc7b484b7618a13d4', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17839da4e0bc7b484b7618a13d4', 'width': 160}]",8,Kokodrilo,<class 'type'>,bomm,255
255,Kombilesa Mí,<built-in function id>,https://open.spotify.com/artist/2B8vGTY8HOEr0Vms29broY,3193,['folclor afrocolombiano'],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6f4158b382af44e4a1c1bae6', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746f4158b382af44e4a1c1bae6', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786f4158b382af44e4a1c1bae6', 'width': 160}]",25,Kombilesa Mi,<class 'type'>,bomm,256
256,Kora Karuna,<built-in function id>,https://open.spotify.com/artist/4vL9aOiLueZAfUTTvNmEWW,70,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273a1a888cecf79a20cae9bddfd', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02a1a888cecf79a20cae9bddfd', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851a1a888cecf79a20cae9bddfd', 'width': 64}]",0,Kora Karuna,<class 'type'>,bomm,257
257,La Beat Machine,<built-in function id>,https://open.spotify.com/artist/6mCAbMWEuo0uz3pRMVZZN6,771,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb4336bd7bd890637c94eaf010', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051744336bd7bd890637c94eaf010', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1784336bd7bd890637c94eaf010', 'width': 160}]",14,La Beat Machine,<class 'type'>,bomm,258
258,La Chiva Gantiva,<built-in function id>,https://open.spotify.com/artist/54FJndhLYYRtj8aR4iRJGL,3211,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb7ccc67fb20e94d65ed1859a5', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051747ccc67fb20e94d65ed1859a5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1787ccc67fb20e94d65ed1859a5', 'width': 160}]",9,La Chiva Gantiva,<class 'type'>,bomm,259
259,La Mano De Parisi,<built-in function id>,https://open.spotify.com/artist/25pWWTQi2PP1Gbtz7RNmN2,356,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb26ca89030c002d015a9b4327', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517426ca89030c002d015a9b4327', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17826ca89030c002d015a9b4327', 'width': 160}]",4,La Mano de Parisi,<class 'type'>,bomm,260
260,La Matilda,<built-in function id>,https://open.spotify.com/artist/72C8rs78zUrOanx6U2rMW1,6917,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb41002fc4455848e1c4ed8155', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517441002fc4455848e1c4ed8155', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17841002fc4455848e1c4ed8155', 'width': 160}]",15,La Matilda,<class 'type'>,bomm,261
261,La Muchacha Isabel,<built-in function id>,not in database,0,not in database,not in database,0,not in database,<class 'type'>,bomm,262
262,La Puttanesca,<built-in function id>,https://open.spotify.com/artist/78xc0HUXfIeRqtOeDOq10W,25,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2736e27f724baff046ff581b31b', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e026e27f724baff046ff581b31b', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048516e27f724baff046ff581b31b', 'width': 64}]",0,La Puttanesca,<class 'type'>,bomm,263
263,La Real Del Sonido,<built-in function id>,https://open.spotify.com/artist/3BI5OQXMQHAYc5HPE7xKoO,434,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273fa10468a5c13d55ffca399aa', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02fa10468a5c13d55ffca399aa', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851fa10468a5c13d55ffca399aa', 'width': 64}]",3,La real academia del sonido,<class 'type'>,bomm,264
264,La Severa Matacera,<built-in function id>,https://open.spotify.com/artist/7iTXFOlvIIzJXcLot5GOkW,11697,"['colombian rock', 'latin rock', 'punk colombiano']","[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb64774dc978ec3aeac99b7ab2', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517464774dc978ec3aeac99b7ab2', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17864774dc978ec3aeac99b7ab2', 'width': 160}]",18,La Severa Matacera,<class 'type'>,bomm,265
265,La Sociedad De La Sombrilla,<built-in function id>,https://open.spotify.com/artist/76ZpJJKxWFJyKOJzQXVWbk,2620,['colombian rock'],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb587bc2a3b6e5bcb506b0d47b', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174587bc2a3b6e5bcb506b0d47b', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178587bc2a3b6e5bcb506b0d47b', 'width': 160}]",16,La Sociedad de La Sombrilla,<class 'type'>,bomm,266
266,La Sonora Mazurén,<built-in function id>,https://open.spotify.com/artist/2IsqVzltUoufEu3q1yUmTX,1049,"['cumbia', 'nu-cumbia']","[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebacd94610eb68b2b3e31cdc6d', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174acd94610eb68b2b3e31cdc6d', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178acd94610eb68b2b3e31cdc6d', 'width': 160}]",21,La Sonora Mazurén,<class 'type'>,bomm,267
267,La-33,<built-in function id>,https://open.spotify.com/artist/1Y2yzHPbBWZouNYTOGFq7u,40486,"['colombian rock', 'salsa colombiana']","[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb431a8a6ba30d46d7d2d59af3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174431a8a6ba30d46d7d2d59af3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178431a8a6ba30d46d7d2d59af3', 'width': 160}]",45,La-33,<class 'type'>,bomm,268
268,,<built-in function id>,https://open.spotify.com/artist/1cUpGtXcSQsovNYEZOQgOG,1285133,"['colombian hip hop', 'mexican hip hop']","[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb7bf2c3bc4fbcfc68d1ebd7e1', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051747bf2c3bc4fbcfc68d1ebd7e1', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1787bf2c3bc4fbcfc68d1ebd7e1', 'width': 160}]",74,Nanpa Básico,<class 'type'>,bomm,269
269,Lalo Ebratt,<built-in function id>,https://open.spotify.com/artist/1GAymyGBvB4gQy5Z5LZ1Wj,1442838,"['colombian hip hop', 'dominican pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'reggaeton flow', 'trap latino']","[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb176d8579da88e3e9ddf1bcda', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174176d8579da88e3e9ddf1bcda', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178176d8579da88e3e9ddf1bcda', 'width': 160}]",71,Lalo Ebratt,<class 'type'>,bomm,270
270,Latenaz,<built-in function id>,https://open.spotify.com/artist/5tgY8XPEDCIADiPbVYR3zD,405,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb05178cc53fcb64eb6d9589d1', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517405178cc53fcb64eb6d9589d1', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17805178cc53fcb64eb6d9589d1', 'width': 160}]",7,LaTenaz,<class 'type'>,bomm,271
271,Laura Pérez,<built-in function id>,https://open.spotify.com/artist/6qkgKoO4G9KfVQZAUs3Q58,2177,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb1ae5d625832673e883c34e17', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051741ae5d625832673e883c34e17', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1781ae5d625832673e883c34e17', 'width': 160}]",23,Laura Pérez,<class 'type'>,bomm,272
272,Laura Román,<built-in function id>,https://open.spotify.com/artist/3NfhAawBPcW6xXB8bigegU,9,[],[],3,Laura Roman,<class 'type'>,bomm,273
273,Le Big Sur,<built-in function id>,https://open.spotify.com/artist/0lUbryKfQOXsvyJCkltBPM,8736,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebd1d7639b568b43a12a95cc3d', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174d1d7639b568b43a12a95cc3d', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178d1d7639b568b43a12a95cc3d', 'width': 160}]",16,Le Big Sur,<class 'type'>,bomm,274
274,Lee Eye,<built-in function id>,https://open.spotify.com/artist/1XQ6We9YHmRoIoD9rE9KBX,24146,"['colombian hip hop', 'rap underground colombiano']","[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb2420d24d2691d3eacbb45496', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051742420d24d2691d3eacbb45496', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1782420d24d2691d3eacbb45496', 'width': 160}]",48,Lee Eye,<class 'type'>,bomm,275
275,León Giraldo,<built-in function id>,https://open.spotify.com/artist/2uboo3gK7NPZvBOyrC5MMJ,26,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2731ca3c4aa4f5d41d09a6da294', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e021ca3c4aa4f5d41d09a6da294', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048511ca3c4aa4f5d41d09a6da294', 'width': 64}]",1,León Giraldo,<class 'type'>,bomm,276
276,Lika Nova,<built-in function id>,https://open.spotify.com/artist/7MXtSubvSLMgfnnVkJrKoy,4725,"['colombian indie', 'colombian rock']","[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb588b7c66b2c7541ea2499421', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174588b7c66b2c7541ea2499421', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178588b7c66b2c7541ea2499421', 'width': 160}]",31,Lika Nova,<class 'type'>,bomm,277
277,Lina Sanabria,<built-in function id>,https://open.spotify.com/artist/4NNyMWpP0BxL3RL0G60hmV,203,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebe2c483bff0b4b3df2b7877b3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174e2c483bff0b4b3df2b7877b3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178e2c483bff0b4b3df2b7877b3', 'width': 160}]",4,Lina Sanabria,<class 'type'>,bomm,278
278,Linda Habitante,<built-in function id>,https://open.spotify.com/artist/1ScqCsRxUAJtM53bdy0BBE,899,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb72c8d38848ece847e9583af8', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517472c8d38848ece847e9583af8', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17872c8d38848ece847e9583af8', 'width': 160}]",18,Linda Habitante,<class 'type'>,bomm,279
279,Lo Ke Diga El Dedo,<built-in function id>,https://open.spotify.com/artist/1n9hLEuvnERNbGXQuhRyeM,1094,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb76ecb880d88ddc29c7e831c9', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517476ecb880d88ddc29c7e831c9', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17876ecb880d88ddc29c7e831c9', 'width': 160}]",6,Lo Ke Diga El Dedo,<class 'type'>,bomm,280
280,Lo Mismo Decían De Juana,<built-in function id>,https://open.spotify.com/artist/4DLW292pvwvwRKZ2s9ruJ9,1503,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb44f0d7d61b0b2a10a814024e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517444f0d7d61b0b2a10a814024e', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17844f0d7d61b0b2a10a814024e', 'width': 160}]",3,Lo Mismo Decían de Juana,<class 'type'>,bomm,281
281,Locco Inc.,<built-in function id>,https://open.spotify.com/artist/50UCI376iAxNvZJrTLFdAL,135,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eba5307a2ebe8b604f2c144b51', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174a5307a2ebe8b604f2c144b51', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178a5307a2ebe8b604f2c144b51', 'width': 160}]",1,Locco inc.,<class 'type'>,bomm,282
282,Lois Neira,<built-in function id>,https://open.spotify.com/artist/5mmYCjcdJ8kTWrThw2DyAE,23,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273b772aab543580d9f58319a88', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02b772aab543580d9f58319a88', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851b772aab543580d9f58319a88', 'width': 64}]",13,Lois Neira,<class 'type'>,bomm,283
283,Los Neuronas,<built-in function id>,not in database,0,not in database,not in database,0,not in database,<class 'type'>,bomm,284
284,Los Reyes De La Champeta,<built-in function id>,https://open.spotify.com/artist/0CcESIuP4jsxbWMjzAVD6o,623,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb2b9cbe9eb74a6863de5e2b7b', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051742b9cbe9eb74a6863de5e2b7b', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1782b9cbe9eb74a6863de5e2b7b', 'width': 160}]",2,Los Reyes de la Champeta,<class 'type'>,bomm,285
285,Los Rolling Ruanas,<built-in function id>,https://open.spotify.com/artist/1XPFAsXCMflKBKZuNIkru3,21989,"['colombian indie', 'colombian rock', 'folclor colombiano']","[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc7d2cddde5bf2208b0307f71', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c7d2cddde5bf2208b0307f71', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c7d2cddde5bf2208b0307f71', 'width': 160}]",30,Los Rolling Ruanas,<class 'type'>,bomm,286
286,Los Vidriosos,<built-in function id>,https://open.spotify.com/artist/25vj5TimLi0VFI2NOEJM9j,476,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebda4b7550ab9810153cdb4b0c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174da4b7550ab9810153cdb4b0c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178da4b7550ab9810153cdb4b0c', 'width': 160}]",6,Los Vidriosos,<class 'type'>,bomm,287
287,Los Yoryis,<built-in function id>,https://open.spotify.com/artist/2PG2Bb0BU0Aojy7Vkdl9ya,1388,['cumbia'],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb75fcaeffab427450ade1afb3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517475fcaeffab427450ade1afb3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17875fcaeffab427450ade1afb3', 'width': 160}]",24,Los Yoryis,<class 'type'>,bomm,288
288,Lospetitfellas,<built-in function id>,https://open.spotify.com/artist/0KuSKX95imv2ymBDqrixLv,84300,"['colombian hip hop', 'colombian rock']","[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb24934b747dd150f28246bbe4', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517424934b747dd150f28246bbe4', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17824934b747dd150f28246bbe4', 'width': 160}]",50,LosPetitFellas,<class 'type'>,bomm,289
289,Lucille Dupin,<built-in function id>,https://open.spotify.com/artist/4wxy9Uabj9KERdDu2NRbGJ,567,['colombian indie'],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb42dcb18fa6ce11434f0c140c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517442dcb18fa6ce11434f0c140c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17842dcb18fa6ce11434f0c140c', 'width': 160}]",14,Lucille Dupin,<class 'type'>,bomm,290
290,Lukas KasKas,<built-in function id>,https://open.spotify.com/artist/5blzh381wPJvotp6Zkj7sw,504,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eba1aad5f2fc221736ef993a4b', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174a1aad5f2fc221736ef993a4b', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178a1aad5f2fc221736ef993a4b', 'width': 160}]",5,Lukas Kaskas,<class 'type'>,bomm,291
291,Lunalé,<built-in function id>,https://open.spotify.com/artist/19JUD3vdAL8B0G7hpxQHuu,1617,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebf221d41eec71ac5384ded655', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174f221d41eec71ac5384ded655', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178f221d41eec71ac5384ded655', 'width': 160}]",26,Lunalé,<class 'type'>,bomm,292
292,Mad Tree,<built-in function id>,https://open.spotify.com/artist/7ozAaEiZsgJUvQ8TDm6X1h,7886,['colombian rock'],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb137ea39c60af42ae8f61d331', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174137ea39c60af42ae8f61d331', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178137ea39c60af42ae8f61d331', 'width': 160}]",28,Mad Tree,<class 'type'>,bomm,293
293,Mankind,<built-in function id>,https://open.spotify.com/artist/2xoZDE030YxomUrAlW4r0M,5480,['industrial metal'],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb13e4beffef2ea92d94cd413c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517413e4beffef2ea92d94cd413c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17813e4beffef2ea92d94cd413c', 'width': 160}]",14,Mankind Is Obsolete,<class 'type'>,bomm,294
294,Mano Armada,<built-in function id>,https://open.spotify.com/artist/6npGU5bcixSaQwmeRNFtMG,1996,['hip hop cubano'],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb22815ca0eedb52f2fa1ca1b', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b22815ca0eedb52f2fa1ca1b', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b22815ca0eedb52f2fa1ca1b', 'width': 160}]",14,Mano Armada,<class 'type'>,bomm,295
295,Manteca Blue & The Latin Corner,<built-in function id>,https://open.spotify.com/artist/1lMoNvClPMQzDJ0vZK8Fys,550,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6c2d10b04b6652f0736566d0', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746c2d10b04b6652f0736566d0', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786c2d10b04b6652f0736566d0', 'width': 160}]",16,Manteca Blue & the Latin Corner,<class 'type'>,bomm,296
296,Manuela Mejía,<built-in function id>,https://open.spotify.com/artist/3lRxoMB4YMbbCOvvR5dekK,2281,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebe6cb796b86f854dee3f01794', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174e6cb796b86f854dee3f01794', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178e6cb796b86f854dee3f01794', 'width': 160}]",25,Manuela Mejia,<class 'type'>,bomm,297
