,name_scrapped,id,link_spotify,followers,generos,imagenes,popularidad,nombre_en_spotify,type_of_artist,lugar_extraido,index_on_last_dataset
432,Banda Sinfónica de Aratoca,<built-in function id>,not in database,0,not in database,not in database,0,not in database,<class 'type'>,simus,433
433,Viajeros,<built-in function id>,https://open.spotify.com/artist/3hlj1I1rsm5RP6bScADwvl,119,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb90e0191b99372bf9ecef10ae', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517490e0191b99372bf9ecef10ae', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17890e0191b99372bf9ecef10ae', 'width': 160}]",15,Viajeros del Norte,<class 'type'>,simus,434
434,Legend Wars,<built-in function id>,not in database,0,not in database,not in database,0,not in database,<class 'type'>,simus,435
435,Latido Artificial,<built-in function id>,not in database,0,not in database,not in database,0,not in database,<class 'type'>,simus,436
436,Quijotadas Cuarteto Instrumental,<built-in function id>,https://open.spotify.com/artist/5NQAw9Ap3zgVZBXBLjhhav,50,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273e0425367fc7ff0ecf8b015e7', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02e0425367fc7ff0ecf8b015e7', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851e0425367fc7ff0ecf8b015e7', 'width': 64}]",0,Quijotadas Cuarteto Instrumental,<class 'type'>,simus,437
437,sonidos de paz,<built-in function id>,https://open.spotify.com/artist/0YS0SctCecMm76Lx1luQm4,3245,"['musica de fondo', 'world meditation']","[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27314485679e928242cc01db97a', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0214485679e928242cc01db97a', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485114485679e928242cc01db97a', 'width': 64}]",41,Sonidos De Pajaros,<class 'type'>,simus,438
438,semillero sonidos de paz,<built-in function id>,not in database,0,not in database,not in database,0,not in database,<class 'type'>,simus,439
439,Banda de viento infantil municipio de paicol,<built-in function id>,not in database,0,not in database,not in database,0,not in database,<class 'type'>,simus,440
440,SAGA ENSAMBLE,<built-in function id>,not in database,0,not in database,not in database,0,not in database,<class 'type'>,simus,441
441,Trío Café Antaño,<built-in function id>,https://open.spotify.com/artist/1719bmJvZANF1epFDBgZRv,50,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27380ad5626a19757352f4c50ee', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0280ad5626a19757352f4c50ee', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485180ad5626a19757352f4c50ee', 'width': 64}]",1,Trío Café Antaño,<class 'type'>,simus,442
442,Grupo Show Crossover,<built-in function id>,not in database,0,not in database,not in database,0,not in database,<class 'type'>,simus,443
443,Fiesta Imperial,<built-in function id>,https://open.spotify.com/artist/6WJD9l6CsVAmH9ModwafLm,102,[],[],0,El Original Cuarteto de Fiesta Imperial,<class 'type'>,simus,444
444,GRUPO CAÑA Y CHONTA,<built-in function id>,not in database,0,not in database,not in database,0,not in database,<class 'type'>,simus,445
445,the project blues,<built-in function id>,https://open.spotify.com/artist/1lvclIZLUGZ52gMi7uDDkv,8703,"['classic garage rock', 'freakbeat', 'psychedelic rock']","[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273e3be080b3f037c9b7f2d3343', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02e3be080b3f037c9b7f2d3343', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851e3be080b3f037c9b7f2d3343', 'width': 64}]",24,The Blues Project,<class 'type'>,simus,446
446,Ronin Agrupación Musical,<built-in function id>,https://open.spotify.com/artist/7GiZv1Tj0OvMvCGqKQn7Dr,0,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273b4bbf73270c4479819e958b9', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02b4bbf73270c4479819e958b9', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851b4bbf73270c4479819e958b9', 'width': 64}]",0,Ronin Agrupación Musical,<class 'type'>,simus,447
447,ASOCIACIÓN CORAL SOGAMOSEÑA,<built-in function id>,not in database,0,not in database,not in database,0,not in database,<class 'type'>,simus,448
448,Orquesta Filarmónica Juvenil de Santander,<built-in function id>,not in database,0,not in database,not in database,0,not in database,<class 'type'>,simus,449
449,bandajes ,<built-in function id>,https://open.spotify.com/artist/2wWIGYR6YnkqEU2pkdnjnX,59480,"['banda', 'banda carnavalera', 'nuevo regional mexicano']","[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb4b146b2711fad21bbfdc9623', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051744b146b2711fad21bbfdc9623', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1784b146b2711fad21bbfdc9623', 'width': 160}]",40,Banda Estrellas De Sinaloa De German Lizarraga,<class 'type'>,simus,450
450,TALLER CULTURAL SOLSTICIO,<built-in function id>,not in database,0,not in database,not in database,0,not in database,<class 'type'>,simus,451
451,MAR DE LEVA,<built-in function id>,https://open.spotify.com/artist/4pJsanInvLJVKjf4WWCG5X,6,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27368cbaef410379a23c6d18125', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0268cbaef410379a23c6d18125', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485168cbaef410379a23c6d18125', 'width': 64}]",0,Association de Capoeira Maré Me Leva,<class 'type'>,simus,452
452,Resonancias,<built-in function id>,https://open.spotify.com/artist/327YG1DuZDXLGhQA62Az8I,15,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb7ba94d889f516b506197bd82', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051747ba94d889f516b506197bd82', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1787ba94d889f516b506197bd82', 'width': 160}]",0,Resonancia Visual,<class 'type'>,simus,453
453,Illary,<built-in function id>,https://open.spotify.com/artist/0ffkuuwxYrDtuE8Jjb6QBO,292,['musica nicaraguense'],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb4bf017122a53d2591a5f68d6', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051744bf017122a53d2591a5f68d6', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1784bf017122a53d2591a5f68d6', 'width': 160}]",7,Illary,<class 'type'>,simus,454
454,Ácido Pantera,<built-in function id>,https://open.spotify.com/artist/1K3pfb1RjXkPG9mFRgqZxW,7257,['latintronica'],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb8ca64e17afc20c20be07e888', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051748ca64e17afc20c20be07e888', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1788ca64e17afc20c20be07e888', 'width': 160}]",32,Ácido Pantera,<class 'type'>,simus,455
455,CUARTETO DE SAXOFONES DEL ALTIPLANO,<built-in function id>,not in database,0,not in database,not in database,0,not in database,<class 'type'>,simus,456
456,ORQUESTA SINFONICA INFANTIL JUVENIL IED COLEGIO TOBERIN,<built-in function id>,not in database,0,not in database,not in database,0,not in database,<class 'type'>,simus,457
457,Mulambo Ensamble,<built-in function id>,not in database,0,not in database,not in database,0,not in database,<class 'type'>,simus,458
458,Dasein,<built-in function id>,https://open.spotify.com/artist/3W8dVkGCsUjGntiNfyQtX0,83,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb03e21b68f75a901ceb298092', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517403e21b68f75a901ceb298092', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17803e21b68f75a901ceb298092', 'width': 160}]",9,Dasein Musik,<class 'type'>,simus,459
459,THE CRIOLLOS,<built-in function id>,https://open.spotify.com/artist/4MziAQB36H7jzg3vyhDD59,383,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb19c4f7912bc4e59ac4328ba8', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517419c4f7912bc4e59ac4328ba8', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17819c4f7912bc4e59ac4328ba8', 'width': 160}]",5,The Criollos,<class 'type'>,simus,460
460,LA MAREJADA,<built-in function id>,https://open.spotify.com/artist/2tvdqgRrKB6ZOjjSrleiY5,73,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273925a40832ead9252649405ca', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02925a40832ead9252649405ca', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851925a40832ead9252649405ca', 'width': 64}]",0,La Marejada,<class 'type'>,simus,461
461,MANIGUA ROCK MESTIZO,<built-in function id>,https://open.spotify.com/artist/02aHk53TQixADOb5Bym05R,151,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273c785e83716d5d61b46c16697', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02c785e83716d5d61b46c16697', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851c785e83716d5d61b46c16697', 'width': 64}]",0,Manigua Rock Mestizo,<class 'type'>,simus,462
462,Los Guatis,<built-in function id>,https://open.spotify.com/artist/6QGPtPGtyBCFHV7TmYBLxc,134,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb41ec384a00c0ae961bbbaf2c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517441ec384a00c0ae961bbbaf2c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17841ec384a00c0ae961bbbaf2c', 'width': 160}]",27,Los Gratis,<class 'type'>,simus,463
463,Estrellas del Silencio,<built-in function id>,not in database,0,not in database,not in database,0,not in database,<class 'type'>,simus,464
464,CORO JUVENIL LA CUERDA,<built-in function id>,not in database,0,not in database,not in database,0,not in database,<class 'type'>,simus,465
465,PUERTO ARENA ,<built-in function id>,https://open.spotify.com/artist/5urMSTIeDlJhViluCN6KDW,347,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb18e0402b67116f32c79314da', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517418e0402b67116f32c79314da', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17818e0402b67116f32c79314da', 'width': 160}]",2,Puerto Arena,<class 'type'>,simus,466
466,D'POCKERS,<built-in function id>,https://open.spotify.com/artist/20TrxYZ78WftOpXKdCFri8,326,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27365d88f61aafd3b450985ebb2', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0265d88f61aafd3b450985ebb2', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485165d88f61aafd3b450985ebb2', 'width': 64}]",5,Docker's Guild,<class 'type'>,simus,467
467,ARBORE,<built-in function id>,https://open.spotify.com/artist/3lHL18ZtbjyPnNptHlEHt3,339,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb5b81e19d6625553d2e4285f0', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051745b81e19d6625553d2e4285f0', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1785b81e19d6625553d2e4285f0', 'width': 160}]",11,Arboretum,<class 'type'>,simus,468
468,SIN LIMITES ORQUESTA,<built-in function id>,not in database,0,not in database,not in database,0,not in database,<class 'type'>,simus,469
469,El Sueño del Maestro Big Band,<built-in function id>,not in database,0,not in database,not in database,0,not in database,<class 'type'>,simus,470
470,GEMINIS RELOADED,<built-in function id>,https://open.spotify.com/artist/4DkJItPvPKurSrFkVBX3Pi,11,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27306bbda21be10f92986cadcb6', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0206bbda21be10f92986cadcb6', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485106bbda21be10f92986cadcb6', 'width': 64}]",0,Geminis Reloaded,<class 'type'>,simus,471
471,LA SONIDERA,<built-in function id>,https://open.spotify.com/artist/0kzHX3o9K2TlFlmyPv1m7A,392,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273e31c819bdf07fdcf756ed355', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02e31c819bdf07fdcf756ed355', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851e31c819bdf07fdcf756ed355', 'width': 64}]",1,La Sonidera,<class 'type'>,simus,472
472,Mao Escobar Arias,<built-in function id>,not in database,0,not in database,not in database,0,not in database,<class 'type'>,simus,473
473,Adjazzentes,<built-in function id>,https://open.spotify.com/artist/4tZKSqEcll2YXXEJUqzFhD,157,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc32b18916abe2b8b1ff9d201', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c32b18916abe2b8b1ff9d201', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c32b18916abe2b8b1ff9d201', 'width': 160}]",3,Adjazzentes,<class 'type'>,simus,474
474,Chimo Psicodelico,<built-in function id>,https://open.spotify.com/artist/1JsOhvlKixB7iZtWliD1nd,1330,"['colombian rock', 'musica llanera']","[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27318d14f195c675a2dbfb3ec50', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0218d14f195c675a2dbfb3ec50', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485118d14f195c675a2dbfb3ec50', 'width': 64}]",12,CHIMÓ PSICODÉLICO,<class 'type'>,simus,475
475,Grupo Vocal Mixto Tayarú,<built-in function id>,not in database,0,not in database,not in database,0,not in database,<class 'type'>,simus,476
476,Treffy & La Quijote Band,<built-in function id>,not in database,0,not in database,not in database,0,not in database,<class 'type'>,simus,477
477,Cristian Castañeda,<built-in function id>,https://open.spotify.com/artist/5qNW6oJ4myMwmaVNoJSoIe,51,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc2b44a8e957005075df0708f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c2b44a8e957005075df0708f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c2b44a8e957005075df0708f', 'width': 160}]",2,Cristian Castañeda,<class 'type'>,simus,478
478,DESORDEN SOCIAL ,<built-in function id>,https://open.spotify.com/artist/7p14QDntsboDSuRYVWnF2x,556,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb8627a15b9bdb7d7a5182d7ac', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051748627a15b9bdb7d7a5182d7ac', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1788627a15b9bdb7d7a5182d7ac', 'width': 160}]",6,Desorden Social,<class 'type'>,simus,479
479,El Moro,<built-in function id>,https://open.spotify.com/artist/0MGiXwNhSs1mRuy31cgvNz,2902,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2732cbc6977e63a432f5b5946a4', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e022cbc6977e63a432f5b5946a4', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048512cbc6977e63a432f5b5946a4', 'width': 64}]",28,El Moreno Mexicano,<class 'type'>,simus,480
480,CONVICT3D,<built-in function id>,https://open.spotify.com/artist/3Bc7fKmNUID58d3QZZeYNU,14,[],"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2737edd95e35a9a3d825e5746a7', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e027edd95e35a9a3d825e5746a7', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048517edd95e35a9a3d825e5746a7', 'width': 64}]",18,Convicted Crew,<class 'type'>,simus,481
481,CORO MUNICIPAL DE SOACHA,<built-in function id>,not in database,0,not in database,not in database,0,not in database,<class 'type'>,simus,482
482,Grupo de Pop,<built-in function id>,https://open.spotify.com/artist/0JlwVwODlSRF0QHQg4P3Ln,2459,"['andean flute', 'musica andina']","[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2738dbba9865ac01a9042f7a394', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e028dbba9865ac01a9042f7a394', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048518dbba9865ac01a9042f7a394', 'width': 64}]",13,Los Grupos Populares De Música De Los Andes,<class 'type'>,simus,483
483,Riot Alert,<built-in function id>,not in database,0,not in database,not in database,0,not in database,<class 'type'>,simus,484
484,Pre ensamble de cuerdas frotadas,<built-in function id>,not in database,0,not in database,not in database,0,not in database,<class 'type'>,simus,485
485,Pre-Banda Municipal de Soacha,<built-in function id>,not in database,0,not in database,not in database,0,not in database,<class 'type'>,simus,486
486,Banda Sinfónica Municipal de Soacha  ,<built-in function id>,not in database,0,not in database,not in database,0,not in database,<class 'type'>,simus,487
