,name,lugar_extraido
822,GRISNOIR ACID CUMBIA,simus
823,GRISNOIR ACID CUMBIA,simus
824,BANDA DE MARCHA GUARDIA FANTASMA,simus
825,4to De Mente,simus
826,Nowhere Jazz Quintet,simus
827,La Gua Ensamble,simus
828,Café Urbano,simus
829,Asociación Camerata Vocal de Medellín,simus
830,"Grupo Cultural ""Los Chancos""",simus
831,ZEVIXIA,simus
832,Banda Imperial Amalfi Antioquia,simus
833,La Bailonga Tango,simus
834,Vientico de las cuatro,simus
835,CUARTETO ARCOS,simus
836,AGRUPACIÓN FOLCLÓRICA LOS CAGÜINGOS,simus
837,AGRUPACIÓN FOLCLÓRICA LOS CAGÜINGOS,simus
838,Millionaire Records,simus
839,Masái,simus
840,EXG Studio,simus
841,Sofa Beats,simus
842,Alqántara Latina,simus
843,Pájaros & Cuerdas,simus
844,Puntacandela,simus
845,apk,simus
846,Dixtorsion RP,simus
847,Cali Sunset,simus
848,Lyda Aguas,simus
849,Corpo só,simus
850,Luciferian,simus
851,Los muchachos de antes ,simus
852,Stereotheque,simus
853,Frente Cumbiero,simus
854,Sicotropico,simus
855,El Caribefunk,simus
856,Selvático,simus
857,Orquesta Filarmonica Infantil y Juvenil de la Universidad de Santander Udes,simus
858,Insurgencia Roots ,simus
859,PIANGUA,simus
860,Velásquez Violín,simus
861,Añoluz,simus
862,ASOCIACION CORO POLIFONICO DE GIRARDOT,simus
863,ReDmentes,simus
864,LILITH,simus
865,Alfonso Espriella ,simus
866,Ensamble Arsis,simus
867,Geometrika Studio ,simus
868,El Grupo Bicentenario,simus
869,MUSUX,simus
870,Mishu,simus
871,Grupo Bahía,simus
872,Juan David Mojica Quinteto,simus
873,Pégate al Parche,simus
874,Pinó Moré,simus
875,PLATAFORMA YAVERÍA,simus
876,LINA BABILONIA Y SON ANCESTROS,simus
877,Resonar Latino,simus
878,Sediff,simus
879,Anónimas y Resilientes; Voces del Bullerengue ,simus
880,BANDA FIESTERA DE SATIVANORTE,simus
881,LA PAYARA,simus
882,Colombian Flute Music on International Research,simus
883,Sonamos Ibagué,simus
884,BANDA SINFÓNICA DE SUBACHOQUE,simus
885,Boom-R ,simus
886,VERDE MONTE,simus
887,CUARTETO DE CLARINETES DE BOGOTÁ,simus
888,Nybram,simus
889,Defaced,simus
890,VITAM ET MORTEM,simus
891,CIRCUITO FRACTAL,simus
892,LA MÚSICA QUE NOS CONSTRUYE,simus
893,Byron Sánchez Cuarteto,simus
894,TIRATNZA,simus
895,Los Carrangomelos,simus
896,Alto Volumen,simus
897,VI-trola,simus
898,Velásquez violín ,simus
899,Cuarteto de Clarinetes CañaBrava,simus
900,Catalina Avila,simus
901,ConParsimonia,simus
902,XOL,simus
903,AFRIKAN SOUL,simus
904,JUAN IBARRA Y LOS CHUCUREÑOS,simus
905,Gran Encuentro de  Chelistas-Grupo constituido,simus
906,GRUPO SUMAI,simus
907,Agenciar,simus
908,OMACHA AMAZONAS,simus
909,La Gozadera,simus
910,SEPTON,simus
911,TIRATNZA / OPRA,simus
912,STALL,simus
913,Gordos project,simus
914,ILLARY,simus
915,Grupo Plinio Herrera,simus
916,ShamaFest,simus
917,Los Mangueras,simus
918,Corpojoven Cali,simus
919,BLACK WIDOW,simus
920,Hitcha Chibtukua - Tierra Caliente,simus
921,Makena Orquesta,simus
922,Colectivo Ciudad Sonora,simus
923,warrior sword,simus
924,monokuco,simus
925,ARTE PARA LA PAZ,simus
926,Ululato,simus
927,Cuatro Cañas,simus
928,Todopoderosa,simus
929,NEFILIM,simus
930,FOLKLORETA,simus
931,Carrera Quinta,simus
932,Orquesta nota trece ,simus
933,Kevin & My Lady,simus
934,Ocobo Music Festival,simus
935,ANDY NEUTA,simus
936,Sine Nomine,simus
937,Familia Eco Music Sound,simus
938,Corporacion Solarmonia,simus
939,Childén,simus
940,Orquesta Nota trece,simus
941,Sinapsis Band,simus
942,Intemperie,simus
943,FORXA,simus
944,Escuela  de Formación Musical San Andrés de Sotavento,simus
945,Sabor de Tambores,simus
946,Tahamies ,simus
947,Compae Bartolo,simus
948,La consentida,simus
949,Taruya,simus
950,Sinú Caribean ,simus
951,Malicia Indígena ,simus
952,Mayi C,simus
953,Fusión Gaitera,simus
954,DEAD SILENCE,simus
955,V FOR VOLUME,simus
956,Ultraloide,simus
957,C.R.A.beats,simus
958,La Filantrópika,simus
959,La Jungla Hip Hop,simus
960,ANDRES GALEANO,simus
961,DUETO HERNÁNDEZ Y REYES,simus
962,Latin Strings,simus
963,Pizza studio,simus
964,Nybram,simus
965,Aleteos,simus
966,Yarumo ,simus
967,Chami Jazz,simus
968,Julio Cadavid,simus
969,Bulla y tambó,simus
970,HRT Institucion educativa musica,simus
971,Sindikto Ant,simus
972,Grupo Musical 20/20,simus
973,Arbey Valencia Cuarteto ,simus
974,Latin Strings,simus
975,Univerbales,simus
976,Afrobatalarians,simus
977,Rumba show,simus
978,Brisas del Lemaya,simus
979,Crew Peligrosos,simus
980,Massdestruction,simus
981,Emeney,simus
982,Delay Music ,simus
983,Midriasis,simus
984,Banda Fiestera de Bojacá Cundinamarca ,simus
985,Charanga La Contundente,simus
986,BAMBURÈ ORQUESTA,simus
987,La Matuna Grupo Musical,simus
988,ORQUESTA TIPICA DE CAJICA,simus
989,8BM - 8Bits Memory,simus
990,Coro Cantores De Salgar,simus
991,JUVENTUD CARRANGUERA,simus
992,LOS SUPREMOS,simus
993,Los de Ruana,simus
994,Ensamble de Clarinetes ASAB,simus
995,Trombones del Caribe ,simus
996,The Pervers Blues ,simus
997,Los Milindrinos,simus
998,EDWAR MARTINEZ,simus
999,orquesta show impacto latino ,simus
1000,LA PROFESION BANDA,simus
1001,DEEP SILENT,simus
1002,CORPORACION KUISITAMBÓ,simus
1003,K-AIRES FUSION,simus
1004,HERENCIA CAMPESINA,simus
1005,Conjunto Colombiano de Flautas Frans Brüggen,simus
1006,Bogota Banda Show ,simus
1007,Los Malkavian,simus
1008,La Clave Orquesta,simus
1009,Coral Uniamazonia,simus
1010,La Mecha,simus
1011,Sincretismo,simus
1012,EL FLACO DE LA SALSA,simus
1013,Conjunto Bata,simus
1014,COSA BRAVA,simus
1015,Son Fusión Orquesta,simus
1016,Eywa,simus
1017,Show Alto Rango,simus
1018,Arrabalero,simus
1019,Los Ases de la Parranda,simus
1020,Revolucion Femenina,simus
1021,Ëda,simus
1022,Viteria,simus
1023,CORO DE CÁMARA UNIVERSIDAD DE MEDELLÍN,simus
1024,PRE BANDA INFANTIL PUERTO DEL MACIZO,simus
1025,Ritmo Afro ,simus
1026,Alexis Quejada Perea ,simus
1027,Felisa,simus
1028,RAÍCES TUMAQUEÑAS,simus
1029,Grupo Ibanasca,simus
1030,Iskay,simus
1031,Maderas Al Viento,simus
1032,Bembe Chirimia,simus
1033,PAPÁ BOCÓ,simus
1034,WILD FENRIR,simus
1035,Juventino Ojito y su Son Mocaná,simus
1036,RUMBAMBUQUIANDO,simus
1037,dmaicol,simus
1038,CAMPO ALEGRE,simus
1039,Voces de la Marea,simus
1040,CONJUNTO HABANERO,simus
1041,Feed Blak,simus
1042,fuerza afro,simus
1043,Agrupación Guarura,simus
1044,La Real del Sonido,simus
1045,Trío Nuestra Herencia,simus
1046,INGUNA,simus
1047,Marlon Y Yendi,simus
1048,SASBEQUIA,simus
1049,ARDE PUEBLO,simus
1050,La Real del Sonido,simus
1051,Cantoría Cuarto Menguante,simus
1052,Laboratorio Voces&Movimientos,simus
1053,OCUPANTE,simus
1054,Cuarteto de Guitarras QUI74R,simus
1055,Manuel Castellanos Manigua Colombia,simus
1056,Boom Alakran,simus
1057,"BANDA SINFÓNICA ""SALESIANA DEL NIÑO JESÚS""",simus
1058,CORO ENCANTO,simus
1059,Merender Swing,simus
1060,Boica Dúo,simus
1061,Cronotopías,simus
1062,Agrupación musical La Panela,simus
1063,Orquesta de Tango Cambalache,simus
1064,Agatha I,simus
1065,Electric Sasquatch,simus
1066,Dueto Ilusión,simus
1067,Arrabalero,simus
1068,Los Hermanos Aicardi,simus
1069,Equipo Rock al Sistema,simus
1070,Ensamble Alfabeto,simus
1071,Dúo Sonoridades,simus
1072,De Lurio,simus
1073,Coro Sirenas,simus
1074,Radio 69,simus
1075,JUGLAR ORQUESTA,simus
1076,SURICATO,simus
1077,ZURTERRANEO,simus
1078,Laboratorio Vocal Voces & Movimientos ,simus
1079,LICHT DES ENDES,simus
1080,Colectivo La Puerta Mágica,simus
1081,La Popular Banda,simus
1082,Orquesta Fascinacion,simus
1083,Banda Departamental del Valle del Cauca,simus
1084,Dúo Betancur-Orduz,simus
1085,Elvira y la TriEtnia,simus
1086,ESTUDIANTINA DE LA CASA DE LA CULTURA FIDEL CANO GUTIÉRREZ,simus
1087,BANDA SINFÓNICA INFANTIL DE SAN PEDRO DE LOS MILAGROS,simus
1088,Beltane Compañía Artística,simus
1089,Son del Mundo Infantil,simus
1090,Carrera Quinta,simus
1091,COLOMBIABEAT,simus
1092,Coro Juvenil Agnusingers ,simus
1093,cultura Vallenata,simus
1094,Cinemacinco,simus
1095,Orquesta Nucleo Sinfonico Infantil - Juvenil EL Milagro,simus
1096,Joropo sin Fronteras,simus
1097,HERMANOS CARRANZA,simus
1098,CANAPIARE Joropo Alternativo,simus
1099,Alejandro Santa,simus
1100,Radiocaliente,simus
1101,Tribu Baharú,simus
1102,Music Style,simus
1103,5Pa'l Mundo,simus
1104,Harawí,simus
1105,Los Guatis,simus
1106,Moreno Kunzá,simus
1107,SHAKEMA CREW,simus
1108,Rock and rolla band,simus
1109,Witches Sacrifice,simus
1110,TIMANÁ,simus
1111,GRUPO FOLCLORICO LOS MATAMBEROS,simus
1112,GRUPO FOLCLORICO LOS MATAMBITOS,simus
1113,GRUPO DE MUSICA CAMPESINA CARRANGUITA SOY,simus
1114,Amnesia,simus
1115,ÄRKHANON,simus
1116,SENTENCIA MORTAL,simus
1117,BLACK-VISION,simus
1118,SUPREMACÍA ,simus
1119,Lombana ,simus
1120,Acustrio+,simus
1121,Metal Sevicia,simus
1122,Martes,simus
1123,Dub Dother Dain,simus
1124,Ensamble sonoro,simus
1125,ZARNA,simus
1126,BANDA MUNICIPAL DE FILANDIA QUINDIO,simus
1127,monster cake,simus
1128,LA ROLA ROCK AND ROLL AND BLUES,simus
1129,LOS SMOKERS,simus
1130,Agua Brava,simus
1131,Ensamble de Percusión SAETA,simus
1132,MULA,simus
1133,Tribu Baharú ,simus
1134,Cuarteto de saxofones Basax,simus
1135,Desmanes,simus
1136,THRASHGRESION,simus
1137,Chontadelia,simus
1138,F-31,simus
1139,Totó La Momposina,simus
1140,AFROKUISI MUSICAS DEL MUNDO,simus
1141,De Bruces A Mí ,simus
1142,Mariazú,simus
1143,Real Charanga,simus
1144,Velo de Oza,simus
1145,DOCTOR KRAPULA,simus
1146,Majagua Ensamble,simus
1147,La Gran Chócolo,simus
1148,Ashes,simus
1149,jazcko,simus
1150,sonidos cautivos,simus
1151,Terminal War,simus
1152,KRIEGSOPFER,simus
1153,Salvaguardia Hardcore ,simus
1154,LA MOÑA,simus
1155,Toxico,simus
1156,JAY BLAD,simus
1157,MAL TERCIO,simus
1158,JAZCKO,simus
1159,Vara Sonora,simus
1160,SONIDOS CAUTIVOS ,simus
1161,THRASHGRESION,simus
1162,Marcela Pardo,simus
1163,OverHell,simus
1164,DJ Bes,simus
1165,MC Rocko Sinfonia Clandestina,simus
1166,Nicky Borrero Y Su Bloke Latino,simus
1167,VOCES OCULTAS ,simus
1168,Carpal HH,simus
1169,ZICOSIS,simus
1170,ATAVI metal,simus
1171,VoxPopuli,simus
1172,Delirium DSM,simus
1173,Papayera el paujil,simus
1174,NEWBRAINS,simus
1175,El buen canto,simus
1176,Trío arco y tiple,simus
1177,Unidad Reggae ,simus
1178,ORQUESTA DE CUERDAS INFANTIL Y JUVENIL DEL MUNICIPIO DE SOACHA,simus
1179,Agrupación Iniciación musical con enfoque Orff,simus
1180,Los Trinantes,simus
1181,Los Alegres Paujileños,simus
1182,GENERAL BONG,simus
1183,Pentagrama Parrandero,simus
1184,Renacer Campesino,simus
1185,Son del Guaitiquia,simus
1186,SON PALO VERDE,simus
1187,FUNDACION ORQUESTA SINFONICA JOVEN DE NARIÑO,simus
1188,WILSON Y SUS ESTRELLAS,simus
1189,BANDA ESCUELA DE MÚSICA GUADALUPANA,simus
1190,BADTRIP,simus
1191,Sonora Polifónica,simus
1192,Los caminantes de la Carranga,simus
1193,2H Familia,simus
1194,LOS PESAOS DE LA CLAVE,simus
1195,sublime mistery,simus
1196,ZonaCeroRap,simus
1197,pepito perez,simus
1198,DJ ART,simus
1199,Agrupación fu-son,simus
1200,Clasicos del Vallenato,simus
1201,Violín Irlandés,simus
1202,Morfonia,simus
1203,ALMA DE COLOMBIA,simus
1204,Ensamble Latino Colombia,simus
1205,ORGANIZACIÓN NEUMA,simus
1206,Sexteto Son del Amanecer,simus
1207,Sexteto Son del Amanecer,simus
1208,Tkila,simus
1209,EL REY DE LA VIEJOTECA,simus
1210,ORQUESTA LA CENTRAL,simus
1211,orquesta la central,simus
1212,Fálikos,simus
1213,TRAVEL ROCK FUSION,simus
1214,BIG FIVE MUSIC,simus
1215,Alejo Galeano,simus
1216,Agrupación Juvenil Los Hijos del Pueblo,simus
1217,Ministerio Musical Shajah,simus
1218,El Caribefunk,simus
1219,Corsarios Marching Band,simus
1220,Ministerio Duc In Altum,simus
1221,TRISHAGIÓN BAND,simus
1222,COMPAÑÍA DE MARCHA 436,simus
1223,"Fundación Musical Cacique Tundama ""Fumucatu Marching Band""",simus
1224,BANDA RITMICA SAN MIGUL ARCANGEL ,simus
1225,Semillas de mi tierra,simus
1226,Muistelmat,simus
1227,Espeletia,simus
1228,Pasocanela,simus
1229,Poesie,simus
1230,Viajeros,simus
1231,SANIUS,simus
1232,Banda del BASPC29 Popayán,simus
1233,La Furruska,simus
1234,Sereno,simus
1235,Desierto Sonora,simus
1236,RITMO SABANERO DE COLOMBIA,simus
1237,La Muralla Vallenata,simus
1238,Ensamble Coromático,simus
1239,Gran Banda 26 de Juliio,simus
1240,Ensamble Cuyabro de Clarinetes ,simus
1241,Rokamandú ,simus
1242,Perros sin Raza Banda,simus
1243,KUBANDE ORQUESTA,simus
1244,Broken Accidentally Dreams,simus
1245,Corporacion Orquesta Juvenil de Cámara,simus
1246,ESCUELA DE MÚSICA JESÚS ÁNGEL GONZÁLEZ ARIAS,simus
1247,EL VIAJE REGGAE ,simus
1248,Da Butten Folk,simus
1249,Frecuencia Voodoo,simus
1250,Apolo Marching Band,simus
1251,SO FUNKY,simus
1252,"Golpe, Son y Tambó",simus
1253,Proceso de Canto y coro de El Colegio,simus
1254,ECOVOCAL ENSAMBLE,simus
1255, SURVOCAL ENSAMBLE,simus
1256,Escuela de Música de Chivor,simus
1257,CORPORACION ESPIRITU DE BOYACA,simus
1258,Jesús Alejandro Sánchez Peña (Solista de Requinto y Bandola),simus
1259,CUARTETO INSTRUMENTAL SUATY,simus
1260,Banda Tradicional Gutiérrez Cundinamarca,simus
1261,Escuela de Cuerdas Gutiérrez Cundinamarca,simus
1262,ENSAMBLE ARSIS,simus
1263,Ensamble ARCOB,simus
1264,GRUPO MUSICAL VIDA Y ARMONÍA,simus
1265,Runakam,simus
1266,Orquesta Sinfónica de Piendamó,simus
1267,Banda sinfonica Juvenil de Piendamó,simus
1268,Banda Inicical de Piendamó,simus
1269,Orquesta de Cuerdas de Piendamó,simus
1270,Pre orquesta de Cuerdas,simus
1271,Semillero escuela Municipal de música de Piendamó,simus
1272,Chirimia del Pacifico Colombiano,simus
1273,ESCUELA DE FORMACION MUSICAL PAEZ VIVE ,simus
1274,Pal' Lereo Pabla,simus
1275,Mar a fuera ,simus
