,name,lugar_extraido
896,Todopoderosa,simus
897,NEFILIM,simus
898,FOLKLORETA,simus
899,Carrera Quinta,simus
900,Orquesta nota trece ,simus
901,Kevin & My Lady,simus
902,Ocobo Music Festival,simus
903,ANDY NEUTA,simus
904,Sine Nomine,simus
905,Familia Eco Music Sound,simus
906,Corporacion Solarmonia,simus
907,Childén,simus
908,Orquesta Nota trece,simus
909,Sinapsis Band,simus
910,Intemperie,simus
911,FORXA,simus
912,Escuela  de Formación Musical San Andrés de Sotavento,simus
913,Sabor de Tambores,simus
914,Tahamies ,simus
915,Compae Bartolo,simus
916,La consentida,simus
917,Taruya,simus
918,Sinú Caribean ,simus
919,Malicia Indígena ,simus
920,Mayi C,simus
921,Fusión Gaitera,simus
922,DEAD SILENCE,simus
923,V FOR VOLUME,simus
924,Ultraloide,simus
925,C.R.A.beats,simus
926,La Filantrópika,simus
927,La Jungla Hip Hop,simus
928,ANDRES GALEANO,simus
929,DUETO HERNÁNDEZ Y REYES,simus
930,Latin Strings,simus
931,Pizza studio,simus
932,Nybram,simus
933,Aleteos,simus
934,Yarumo ,simus
935,Chami Jazz,simus
936,Julio Cadavid,simus
937,Bulla y tambó,simus
938,HRT Institucion educativa musica,simus
939,Sindikto Ant,simus
940,Grupo Musical 20/20,simus
941,Arbey Valencia Cuarteto ,simus
942,Latin Strings,simus
943,Univerbales,simus
944,Afrobatalarians,simus
945,Rumba show,simus
946,Brisas del Lemaya,simus
947,Crew Peligrosos,simus
948,Massdestruction,simus
949,Emeney,simus
950,Delay Music ,simus
951,Midriasis,simus
952,Banda Fiestera de Bojacá Cundinamarca ,simus
953,Charanga La Contundente,simus
954,BAMBURÈ ORQUESTA,simus
955,La Matuna Grupo Musical,simus
956,ORQUESTA TIPICA DE CAJICA,simus
957,8BM - 8Bits Memory,simus
958,Coro Cantores De Salgar,simus
959,JUVENTUD CARRANGUERA,simus
960,LOS SUPREMOS,simus
961,Los de Ruana,simus
962,Ensamble de Clarinetes ASAB,simus
963,Trombones del Caribe ,simus
964,The Pervers Blues ,simus
965,Los Milindrinos,simus
966,EDWAR MARTINEZ,simus
967,orquesta show impacto latino ,simus
968,LA PROFESION BANDA,simus
969,DEEP SILENT,simus
970,CORPORACION KUISITAMBÓ,simus
971,K-AIRES FUSION,simus
972,HERENCIA CAMPESINA,simus
973,Conjunto Colombiano de Flautas Frans Brüggen,simus
974,Bogota Banda Show ,simus
975,Los Malkavian,simus
976,La Clave Orquesta,simus
977,Coral Uniamazonia,simus
978,La Mecha,simus
979,Sincretismo,simus
980,EL FLACO DE LA SALSA,simus
981,Conjunto Bata,simus
982,COSA BRAVA,simus
983,Son Fusión Orquesta,simus
984,Eywa,simus
985,Show Alto Rango,simus
986,Arrabalero,simus
987,Los Ases de la Parranda,simus
988,Revolucion Femenina,simus
989,Ëda,simus
990,Viteria,simus
991,CORO DE CÁMARA UNIVERSIDAD DE MEDELLÍN,simus
992,PRE BANDA INFANTIL PUERTO DEL MACIZO,simus
993,Ritmo Afro ,simus
994,Alexis Quejada Perea ,simus
995,Felisa,simus
996,RAÍCES TUMAQUEÑAS,simus
997,Grupo Ibanasca,simus
998,Iskay,simus
999,Maderas Al Viento,simus
1000,Bembe Chirimia,simus
1001,PAPÁ BOCÓ,simus
1002,WILD FENRIR,simus
1003,Juventino Ojito y su Son Mocaná,simus
1004,RUMBAMBUQUIANDO,simus
1005,dmaicol,simus
1006,CAMPO ALEGRE,simus
1007,Voces de la Marea,simus
1008,CONJUNTO HABANERO,simus
1009,Feed Blak,simus
1010,fuerza afro,simus
1011,Agrupación Guarura,simus
1012,La Real del Sonido,simus
1013,Trío Nuestra Herencia,simus
1014,INGUNA,simus
1015,Marlon Y Yendi,simus
1016,SASBEQUIA,simus
1017,ARDE PUEBLO,simus
1018,La Real del Sonido,simus
1019,Cantoría Cuarto Menguante,simus
1020,Laboratorio Voces&Movimientos,simus
1021,OCUPANTE,simus
1022,Cuarteto de Guitarras QUI74R,simus
1023,Manuel Castellanos Manigua Colombia,simus
1024,Boom Alakran,simus
1025,"BANDA SINFÓNICA ""SALESIANA DEL NIÑO JESÚS""",simus
1026,CORO ENCANTO,simus
1027,Merender Swing,simus
1028,Boica Dúo,simus
1029,Cronotopías,simus
1030,Agrupación musical La Panela,simus
1031,Orquesta de Tango Cambalache,simus
1032,Agatha I,simus
1033,Electric Sasquatch,simus
1034,Dueto Ilusión,simus
1035,Arrabalero,simus
1036,Los Hermanos Aicardi,simus
1037,Equipo Rock al Sistema,simus
1038,Ensamble Alfabeto,simus
1039,Dúo Sonoridades,simus
1040,De Lurio,simus
1041,Coro Sirenas,simus
1042,Radio 69,simus
1043,JUGLAR ORQUESTA,simus
1044,SURICATO,simus
1045,ZURTERRANEO,simus
1046,Laboratorio Vocal Voces & Movimientos ,simus
1047,LICHT DES ENDES,simus
1048,Colectivo La Puerta Mágica,simus
1049,La Popular Banda,simus
1050,Orquesta Fascinacion,simus
1051,Banda Departamental del Valle del Cauca,simus
1052,Dúo Betancur-Orduz,simus
1053,Elvira y la TriEtnia,simus
1054,ESTUDIANTINA DE LA CASA DE LA CULTURA FIDEL CANO GUTIÉRREZ,simus
1055,BANDA SINFÓNICA INFANTIL DE SAN PEDRO DE LOS MILAGROS,simus
1056,Beltane Compañía Artística,simus
1057,Son del Mundo Infantil,simus
1058,Carrera Quinta,simus
1059,COLOMBIABEAT,simus
1060,Coro Juvenil Agnusingers ,simus
1061,cultura Vallenata,simus
1062,Cinemacinco,simus
1063,Orquesta Nucleo Sinfonico Infantil - Juvenil EL Milagro,simus
1064,Joropo sin Fronteras,simus
1065,HERMANOS CARRANZA,simus
1066,CANAPIARE Joropo Alternativo,simus
1067,Alejandro Santa,simus
1068,Radiocaliente,simus
1069,Tribu Baharú,simus
1070,Music Style,simus
1071,5Pa'l Mundo,simus
1072,Harawí,simus
1073,Los Guatis,simus
1074,Moreno Kunzá,simus
1075,SHAKEMA CREW,simus
1076,Rock and rolla band,simus
1077,Witches Sacrifice,simus
1078,TIMANÁ,simus
1079,GRUPO FOLCLORICO LOS MATAMBEROS,simus
1080,GRUPO FOLCLORICO LOS MATAMBITOS,simus
1081,GRUPO DE MUSICA CAMPESINA CARRANGUITA SOY,simus
1082,Amnesia,simus
1083,ÄRKHANON,simus
1084,SENTENCIA MORTAL,simus
1085,BLACK-VISION,simus
1086,SUPREMACÍA ,simus
1087,Lombana ,simus
1088,Acustrio+,simus
1089,Metal Sevicia,simus
1090,Martes,simus
1091,Dub Dother Dain,simus
1092,Ensamble sonoro,simus
1093,ZARNA,simus
1094,BANDA MUNICIPAL DE FILANDIA QUINDIO,simus
1095,monster cake,simus
1096,LA ROLA ROCK AND ROLL AND BLUES,simus
1097,LOS SMOKERS,simus
1098,Agua Brava,simus
1099,Ensamble de Percusión SAETA,simus
1100,MULA,simus
1101,Tribu Baharú ,simus
1102,Cuarteto de saxofones Basax,simus
1103,Desmanes,simus
1104,THRASHGRESION,simus
1105,Chontadelia,simus
1106,F-31,simus
1107,Totó La Momposina,simus
1108,AFROKUISI MUSICAS DEL MUNDO,simus
1109,De Bruces A Mí ,simus
1110,Mariazú,simus
1111,Real Charanga,simus
1112,Velo de Oza,simus
1113,DOCTOR KRAPULA,simus
1114,Majagua Ensamble,simus
1115,La Gran Chócolo,simus
1116,Ashes,simus
1117,jazcko,simus
1118,sonidos cautivos,simus
1119,Terminal War,simus
1120,KRIEGSOPFER,simus
1121,Salvaguardia Hardcore ,simus
1122,LA MOÑA,simus
1123,Toxico,simus
1124,JAY BLAD,simus
1125,MAL TERCIO,simus
1126,JAZCKO,simus
1127,Vara Sonora,simus
1128,SONIDOS CAUTIVOS ,simus
1129,THRASHGRESION,simus
1130,Marcela Pardo,simus
1131,OverHell,simus
1132,DJ Bes,simus
1133,MC Rocko Sinfonia Clandestina,simus
1134,Nicky Borrero Y Su Bloke Latino,simus
1135,VOCES OCULTAS ,simus
1136,Carpal HH,simus
1137,ZICOSIS,simus
1138,ATAVI metal,simus
1139,VoxPopuli,simus
1140,Delirium DSM,simus
1141,Papayera el paujil,simus
1142,NEWBRAINS,simus
1143,El buen canto,simus
1144,Trío arco y tiple,simus
1145,Unidad Reggae ,simus
1146,ORQUESTA DE CUERDAS INFANTIL Y JUVENIL DEL MUNICIPIO DE SOACHA,simus
1147,Agrupación Iniciación musical con enfoque Orff,simus
1148,Los Trinantes,simus
1149,Los Alegres Paujileños,simus
1150,GENERAL BONG,simus
1151,Pentagrama Parrandero,simus
1152,Renacer Campesino,simus
1153,Son del Guaitiquia,simus
1154,SON PALO VERDE,simus
1155,FUNDACION ORQUESTA SINFONICA JOVEN DE NARIÑO,simus
1156,WILSON Y SUS ESTRELLAS,simus
1157,BANDA ESCUELA DE MÚSICA GUADALUPANA,simus
1158,BADTRIP,simus
1159,Sonora Polifónica,simus
1160,Los caminantes de la Carranga,simus
1161,2H Familia,simus
1162,LOS PESAOS DE LA CLAVE,simus
1163,sublime mistery,simus
1164,ZonaCeroRap,simus
1165,pepito perez,simus
1166,DJ ART,simus
1167,Agrupación fu-son,simus
1168,Clasicos del Vallenato,simus
1169,Violín Irlandés,simus
1170,Morfonia,simus
1171,ALMA DE COLOMBIA,simus
1172,Ensamble Latino Colombia,simus
1173,ORGANIZACIÓN NEUMA,simus
1174,Sexteto Son del Amanecer,simus
1175,Sexteto Son del Amanecer,simus
1176,Tkila,simus
1177,EL REY DE LA VIEJOTECA,simus
1178,ORQUESTA LA CENTRAL,simus
1179,orquesta la central,simus
1180,Fálikos,simus
1181,TRAVEL ROCK FUSION,simus
1182,BIG FIVE MUSIC,simus
1183,Alejo Galeano,simus
1184,Agrupación Juvenil Los Hijos del Pueblo,simus
1185,Ministerio Musical Shajah,simus
1186,El Caribefunk,simus
1187,Corsarios Marching Band,simus
1188,Ministerio Duc In Altum,simus
1189,TRISHAGIÓN BAND,simus
1190,COMPAÑÍA DE MARCHA 436,simus
1191,"Fundación Musical Cacique Tundama ""Fumucatu Marching Band""",simus
1192,BANDA RITMICA SAN MIGUL ARCANGEL ,simus
1193,Semillas de mi tierra,simus
1194,Muistelmat,simus
1195,Espeletia,simus
1196,Pasocanela,simus
1197,Poesie,simus
1198,Viajeros,simus
1199,SANIUS,simus
1200,Banda del BASPC29 Popayán,simus
1201,La Furruska,simus
1202,Sereno,simus
1203,Desierto Sonora,simus
1204,RITMO SABANERO DE COLOMBIA,simus
1205,La Muralla Vallenata,simus
1206,Ensamble Coromático,simus
1207,Gran Banda 26 de Juliio,simus
1208,Ensamble Cuyabro de Clarinetes ,simus
1209,Rokamandú ,simus
1210,Perros sin Raza Banda,simus
1211,KUBANDE ORQUESTA,simus
1212,Broken Accidentally Dreams,simus
1213,Corporacion Orquesta Juvenil de Cámara,simus
1214,ESCUELA DE MÚSICA JESÚS ÁNGEL GONZÁLEZ ARIAS,simus
1215,EL VIAJE REGGAE ,simus
1216,Da Butten Folk,simus
1217,Frecuencia Voodoo,simus
1218,Apolo Marching Band,simus
1219,SO FUNKY,simus
1220,"Golpe, Son y Tambó",simus
1221,Proceso de Canto y coro de El Colegio,simus
1222,ECOVOCAL ENSAMBLE,simus
1223, SURVOCAL ENSAMBLE,simus
1224,Escuela de Música de Chivor,simus
1225,CORPORACION ESPIRITU DE BOYACA,simus
1226,Jesús Alejandro Sánchez Peña (Solista de Requinto y Bandola),simus
1227,CUARTETO INSTRUMENTAL SUATY,simus
1228,Banda Tradicional Gutiérrez Cundinamarca,simus
1229,Escuela de Cuerdas Gutiérrez Cundinamarca,simus
1230,ENSAMBLE ARSIS,simus
1231,Ensamble ARCOB,simus
1232,GRUPO MUSICAL VIDA Y ARMONÍA,simus
1233,Runakam,simus
1234,Orquesta Sinfónica de Piendamó,simus
1235,Banda sinfonica Juvenil de Piendamó,simus
1236,Banda Inicical de Piendamó,simus
1237,Orquesta de Cuerdas de Piendamó,simus
1238,Pre orquesta de Cuerdas,simus
1239,Semillero escuela Municipal de música de Piendamó,simus
1240,Chirimia del Pacifico Colombiano,simus
1241,ESCUELA DE FORMACION MUSICAL PAEZ VIVE ,simus
1242,Pal' Lereo Pabla,simus
1243,Mar a fuera ,simus
