,name,lugar_extraido
886,LA DOBLE A,simus
887,sinú sax quartet,simus
888,La Mambanegra,simus
889,"Orquesta ""S.D.C"" Son De Cuba",simus
890,Mariachi Clásico San Vicente,simus
891,Orquesta S.D.C Son De Cuba,simus
892,banda de Vientos del resguardo de san francisco,simus
893,BHAKTA PROJECT,simus
894,Explosion Negra,simus
895,Tres & Yo,simus
896,ENDER LEZAMA,simus
897,CORPORACION TUNA CONFRATERNIDAD,simus
898,GRISNOIR ACID CUMBIA,simus
899,GRISNOIR ACID CUMBIA,simus
900,BANDA DE MARCHA GUARDIA FANTASMA,simus
901,4to De Mente,simus
902,Nowhere Jazz Quintet,simus
903,La Gua Ensamble,simus
904,Café Urbano,simus
905,Asociación Camerata Vocal de Medellín,simus
906,"Grupo Cultural ""Los Chancos""",simus
907,ZEVIXIA,simus
908,Banda Imperial Amalfi Antioquia,simus
909,La Bailonga Tango,simus
910,Vientico de las cuatro,simus
911,CUARTETO ARCOS,simus
912,AGRUPACIÓN FOLCLÓRICA LOS CAGÜINGOS,simus
913,AGRUPACIÓN FOLCLÓRICA LOS CAGÜINGOS,simus
914,Millionaire Records,simus
915,Masái,simus
916,EXG Studio,simus
917,Sofa Beats,simus
918,Alqántara Latina,simus
919,Pájaros & Cuerdas,simus
920,Puntacandela,simus
921,apk,simus
922,Dixtorsion RP,simus
923,Cali Sunset,simus
924,Lyda Aguas,simus
925,Corpo só,simus
926,Luciferian,simus
927,Los muchachos de antes ,simus
928,Stereotheque,simus
929,Frente Cumbiero,simus
930,Sicotropico,simus
931,El Caribefunk,simus
932,Selvático,simus
933,Orquesta Filarmonica Infantil y Juvenil de la Universidad de Santander Udes,simus
934,Insurgencia Roots ,simus
935,PIANGUA,simus
936,Velásquez Violín,simus
937,Añoluz,simus
938,ASOCIACION CORO POLIFONICO DE GIRARDOT,simus
939,ReDmentes,simus
940,LILITH,simus
941,Alfonso Espriella ,simus
942,Ensamble Arsis,simus
943,Geometrika Studio ,simus
944,El Grupo Bicentenario,simus
945,MUSUX,simus
946,Mishu,simus
947,Grupo Bahía,simus
948,Juan David Mojica Quinteto,simus
949,Pégate al Parche,simus
950,Pinó Moré,simus
951,PLATAFORMA YAVERÍA,simus
952,LINA BABILONIA Y SON ANCESTROS,simus
953,Resonar Latino,simus
954,Sediff,simus
955,Anónimas y Resilientes; Voces del Bullerengue ,simus
956,BANDA FIESTERA DE SATIVANORTE,simus
957,LA PAYARA,simus
958,Colombian Flute Music on International Research,simus
959,Sonamos Ibagué,simus
960,BANDA SINFÓNICA DE SUBACHOQUE,simus
961,Boom-R ,simus
962,VERDE MONTE,simus
963,CUARTETO DE CLARINETES DE BOGOTÁ,simus
964,Nybram,simus
965,Defaced,simus
966,VITAM ET MORTEM,simus
967,CIRCUITO FRACTAL,simus
968,LA MÚSICA QUE NOS CONSTRUYE,simus
969,Byron Sánchez Cuarteto,simus
970,TIRATNZA,simus
971,Los Carrangomelos,simus
972,Alto Volumen,simus
973,VI-trola,simus
974,Velásquez violín ,simus
975,Cuarteto de Clarinetes CañaBrava,simus
976,Catalina Avila,simus
977,ConParsimonia,simus
978,XOL,simus
979,AFRIKAN SOUL,simus
980,JUAN IBARRA Y LOS CHUCUREÑOS,simus
981,Gran Encuentro de  Chelistas-Grupo constituido,simus
982,GRUPO SUMAI,simus
983,Agenciar,simus
984,OMACHA AMAZONAS,simus
985,La Gozadera,simus
986,SEPTON,simus
987,TIRATNZA / OPRA,simus
988,STALL,simus
989,Gordos project,simus
990,ILLARY,simus
991,Grupo Plinio Herrera,simus
992,ShamaFest,simus
993,Los Mangueras,simus
994,Corpojoven Cali,simus
995,BLACK WIDOW,simus
996,Hitcha Chibtukua - Tierra Caliente,simus
997,Makena Orquesta,simus
998,Colectivo Ciudad Sonora,simus
999,warrior sword,simus
1000,monokuco,simus
1001,ARTE PARA LA PAZ,simus
1002,Ululato,simus
1003,Cuatro Cañas,simus
1004,Todopoderosa,simus
1005,NEFILIM,simus
1006,FOLKLORETA,simus
1007,Carrera Quinta,simus
1008,Orquesta nota trece ,simus
1009,Kevin & My Lady,simus
1010,Ocobo Music Festival,simus
1011,ANDY NEUTA,simus
1012,Sine Nomine,simus
1013,Familia Eco Music Sound,simus
1014,Corporacion Solarmonia,simus
1015,Childén,simus
1016,Orquesta Nota trece,simus
1017,Sinapsis Band,simus
1018,Intemperie,simus
1019,FORXA,simus
1020,Escuela  de Formación Musical San Andrés de Sotavento,simus
1021,Sabor de Tambores,simus
1022,Tahamies ,simus
1023,Compae Bartolo,simus
1024,La consentida,simus
1025,Taruya,simus
1026,Sinú Caribean ,simus
1027,Malicia Indígena ,simus
1028,Mayi C,simus
1029,Fusión Gaitera,simus
1030,DEAD SILENCE,simus
1031,V FOR VOLUME,simus
1032,Ultraloide,simus
1033,C.R.A.beats,simus
1034,La Filantrópika,simus
1035,La Jungla Hip Hop,simus
1036,ANDRES GALEANO,simus
1037,DUETO HERNÁNDEZ Y REYES,simus
1038,Latin Strings,simus
1039,Pizza studio,simus
1040,Nybram,simus
1041,Aleteos,simus
1042,Yarumo ,simus
1043,Chami Jazz,simus
1044,Julio Cadavid,simus
1045,Bulla y tambó,simus
1046,HRT Institucion educativa musica,simus
1047,Sindikto Ant,simus
1048,Grupo Musical 20/20,simus
1049,Arbey Valencia Cuarteto ,simus
1050,Latin Strings,simus
1051,Univerbales,simus
1052,Afrobatalarians,simus
1053,Rumba show,simus
1054,Brisas del Lemaya,simus
1055,Crew Peligrosos,simus
1056,Massdestruction,simus
1057,Emeney,simus
1058,Delay Music ,simus
1059,Midriasis,simus
1060,Banda Fiestera de Bojacá Cundinamarca ,simus
1061,Charanga La Contundente,simus
1062,BAMBURÈ ORQUESTA,simus
1063,La Matuna Grupo Musical,simus
1064,ORQUESTA TIPICA DE CAJICA,simus
1065,8BM - 8Bits Memory,simus
1066,Coro Cantores De Salgar,simus
1067,JUVENTUD CARRANGUERA,simus
1068,LOS SUPREMOS,simus
1069,Los de Ruana,simus
1070,Ensamble de Clarinetes ASAB,simus
1071,Trombones del Caribe ,simus
1072,The Pervers Blues ,simus
1073,Los Milindrinos,simus
1074,EDWAR MARTINEZ,simus
1075,orquesta show impacto latino ,simus
1076,LA PROFESION BANDA,simus
1077,DEEP SILENT,simus
1078,CORPORACION KUISITAMBÓ,simus
1079,K-AIRES FUSION,simus
1080,HERENCIA CAMPESINA,simus
1081,Conjunto Colombiano de Flautas Frans Brüggen,simus
1082,Bogota Banda Show ,simus
1083,Los Malkavian,simus
1084,La Clave Orquesta,simus
1085,Coral Uniamazonia,simus
1086,La Mecha,simus
1087,Sincretismo,simus
1088,EL FLACO DE LA SALSA,simus
1089,Conjunto Bata,simus
1090,COSA BRAVA,simus
1091,Son Fusión Orquesta,simus
1092,Eywa,simus
1093,Show Alto Rango,simus
1094,Arrabalero,simus
1095,Los Ases de la Parranda,simus
1096,Revolucion Femenina,simus
1097,Ëda,simus
1098,Viteria,simus
1099,CORO DE CÁMARA UNIVERSIDAD DE MEDELLÍN,simus
1100,PRE BANDA INFANTIL PUERTO DEL MACIZO,simus
1101,Ritmo Afro ,simus
1102,Alexis Quejada Perea ,simus
1103,Felisa,simus
1104,RAÍCES TUMAQUEÑAS,simus
1105,Grupo Ibanasca,simus
1106,Iskay,simus
1107,Maderas Al Viento,simus
1108,Bembe Chirimia,simus
1109,PAPÁ BOCÓ,simus
1110,WILD FENRIR,simus
1111,Juventino Ojito y su Son Mocaná,simus
1112,RUMBAMBUQUIANDO,simus
1113,dmaicol,simus
1114,CAMPO ALEGRE,simus
1115,Voces de la Marea,simus
1116,CONJUNTO HABANERO,simus
1117,Feed Blak,simus
1118,fuerza afro,simus
1119,Agrupación Guarura,simus
1120,La Real del Sonido,simus
1121,Trío Nuestra Herencia,simus
1122,INGUNA,simus
1123,Marlon Y Yendi,simus
1124,SASBEQUIA,simus
1125,ARDE PUEBLO,simus
1126,La Real del Sonido,simus
1127,Cantoría Cuarto Menguante,simus
1128,Laboratorio Voces&Movimientos,simus
1129,OCUPANTE,simus
1130,Cuarteto de Guitarras QUI74R,simus
1131,Manuel Castellanos Manigua Colombia,simus
1132,Boom Alakran,simus
1133,"BANDA SINFÓNICA ""SALESIANA DEL NIÑO JESÚS""",simus
1134,CORO ENCANTO,simus
1135,Merender Swing,simus
1136,Boica Dúo,simus
1137,Cronotopías,simus
1138,Agrupación musical La Panela,simus
1139,Orquesta de Tango Cambalache,simus
1140,Agatha I,simus
1141,Electric Sasquatch,simus
1142,Dueto Ilusión,simus
1143,Arrabalero,simus
1144,Los Hermanos Aicardi,simus
1145,Equipo Rock al Sistema,simus
1146,Ensamble Alfabeto,simus
1147,Dúo Sonoridades,simus
1148,De Lurio,simus
1149,Coro Sirenas,simus
1150,Radio 69,simus
1151,JUGLAR ORQUESTA,simus
1152,SURICATO,simus
1153,ZURTERRANEO,simus
1154,Laboratorio Vocal Voces & Movimientos ,simus
1155,LICHT DES ENDES,simus
1156,Colectivo La Puerta Mágica,simus
1157,La Popular Banda,simus
1158,Orquesta Fascinacion,simus
1159,Banda Departamental del Valle del Cauca,simus
1160,Dúo Betancur-Orduz,simus
1161,Elvira y la TriEtnia,simus
1162,ESTUDIANTINA DE LA CASA DE LA CULTURA FIDEL CANO GUTIÉRREZ,simus
1163,BANDA SINFÓNICA INFANTIL DE SAN PEDRO DE LOS MILAGROS,simus
1164,Beltane Compañía Artística,simus
1165,Son del Mundo Infantil,simus
1166,Carrera Quinta,simus
1167,COLOMBIABEAT,simus
1168,Coro Juvenil Agnusingers ,simus
1169,cultura Vallenata,simus
1170,Cinemacinco,simus
1171,Orquesta Nucleo Sinfonico Infantil - Juvenil EL Milagro,simus
1172,Joropo sin Fronteras,simus
1173,HERMANOS CARRANZA,simus
1174,CANAPIARE Joropo Alternativo,simus
1175,Alejandro Santa,simus
1176,Radiocaliente,simus
1177,Tribu Baharú,simus
1178,Music Style,simus
1179,5Pa'l Mundo,simus
1180,Harawí,simus
1181,Los Guatis,simus
1182,Moreno Kunzá,simus
1183,SHAKEMA CREW,simus
1184,Rock and rolla band,simus
1185,Witches Sacrifice,simus
1186,TIMANÁ,simus
1187,GRUPO FOLCLORICO LOS MATAMBEROS,simus
1188,GRUPO FOLCLORICO LOS MATAMBITOS,simus
1189,GRUPO DE MUSICA CAMPESINA CARRANGUITA SOY,simus
1190,Amnesia,simus
1191,ÄRKHANON,simus
1192,SENTENCIA MORTAL,simus
1193,BLACK-VISION,simus
1194,SUPREMACÍA ,simus
1195,Lombana ,simus
1196,Acustrio+,simus
1197,Metal Sevicia,simus
1198,Martes,simus
1199,Dub Dother Dain,simus
1200,Ensamble sonoro,simus
1201,ZARNA,simus
1202,BANDA MUNICIPAL DE FILANDIA QUINDIO,simus
1203,monster cake,simus
1204,LA ROLA ROCK AND ROLL AND BLUES,simus
1205,LOS SMOKERS,simus
1206,Agua Brava,simus
1207,Ensamble de Percusión SAETA,simus
1208,MULA,simus
1209,Tribu Baharú ,simus
1210,Cuarteto de saxofones Basax,simus
1211,Desmanes,simus
1212,THRASHGRESION,simus
1213,Chontadelia,simus
1214,F-31,simus
1215,Totó La Momposina,simus
1216,AFROKUISI MUSICAS DEL MUNDO,simus
1217,De Bruces A Mí ,simus
1218,Mariazú,simus
1219,Real Charanga,simus
1220,Velo de Oza,simus
1221,DOCTOR KRAPULA,simus
1222,Majagua Ensamble,simus
1223,La Gran Chócolo,simus
1224,Ashes,simus
1225,jazcko,simus
1226,sonidos cautivos,simus
1227,Terminal War,simus
1228,KRIEGSOPFER,simus
1229,Salvaguardia Hardcore ,simus
1230,LA MOÑA,simus
1231,Toxico,simus
1232,JAY BLAD,simus
1233,MAL TERCIO,simus
1234,JAZCKO,simus
1235,Vara Sonora,simus
1236,SONIDOS CAUTIVOS ,simus
1237,THRASHGRESION,simus
1238,Marcela Pardo,simus
1239,OverHell,simus
1240,DJ Bes,simus
1241,MC Rocko Sinfonia Clandestina,simus
1242,Nicky Borrero Y Su Bloke Latino,simus
1243,VOCES OCULTAS ,simus
1244,Carpal HH,simus
1245,ZICOSIS,simus
1246,ATAVI metal,simus
1247,VoxPopuli,simus
1248,Delirium DSM,simus
1249,Papayera el paujil,simus
1250,NEWBRAINS,simus
1251,El buen canto,simus
1252,Trío arco y tiple,simus
1253,Unidad Reggae ,simus
1254,ORQUESTA DE CUERDAS INFANTIL Y JUVENIL DEL MUNICIPIO DE SOACHA,simus
1255,Agrupación Iniciación musical con enfoque Orff,simus
1256,Los Trinantes,simus
1257,Los Alegres Paujileños,simus
1258,GENERAL BONG,simus
1259,Pentagrama Parrandero,simus
1260,Renacer Campesino,simus
1261,Son del Guaitiquia,simus
1262,SON PALO VERDE,simus
1263,FUNDACION ORQUESTA SINFONICA JOVEN DE NARIÑO,simus
1264,WILSON Y SUS ESTRELLAS,simus
1265,BANDA ESCUELA DE MÚSICA GUADALUPANA,simus
1266,BADTRIP,simus
1267,Sonora Polifónica,simus
1268,Los caminantes de la Carranga,simus
1269,2H Familia,simus
1270,LOS PESAOS DE LA CLAVE,simus
1271,sublime mistery,simus
1272,ZonaCeroRap,simus
1273,pepito perez,simus
1274,DJ ART,simus
1275,Agrupación fu-son,simus
1276,Clasicos del Vallenato,simus
1277,Violín Irlandés,simus
1278,Morfonia,simus
1279,ALMA DE COLOMBIA,simus
1280,Ensamble Latino Colombia,simus
1281,ORGANIZACIÓN NEUMA,simus
1282,Sexteto Son del Amanecer,simus
1283,Sexteto Son del Amanecer,simus
1284,Tkila,simus
1285,EL REY DE LA VIEJOTECA,simus
1286,ORQUESTA LA CENTRAL,simus
1287,orquesta la central,simus
1288,Fálikos,simus
1289,TRAVEL ROCK FUSION,simus
1290,BIG FIVE MUSIC,simus
1291,Alejo Galeano,simus
1292,Agrupación Juvenil Los Hijos del Pueblo,simus
1293,Ministerio Musical Shajah,simus
1294,El Caribefunk,simus
1295,Corsarios Marching Band,simus
1296,Ministerio Duc In Altum,simus
1297,TRISHAGIÓN BAND,simus
1298,COMPAÑÍA DE MARCHA 436,simus
1299,"Fundación Musical Cacique Tundama ""Fumucatu Marching Band""",simus
1300,BANDA RITMICA SAN MIGUL ARCANGEL ,simus
1301,Semillas de mi tierra,simus
1302,Muistelmat,simus
1303,Espeletia,simus
1304,Pasocanela,simus
1305,Poesie,simus
1306,Viajeros,simus
1307,SANIUS,simus
1308,Banda del BASPC29 Popayán,simus
1309,La Furruska,simus
1310,Sereno,simus
1311,Desierto Sonora,simus
1312,RITMO SABANERO DE COLOMBIA,simus
1313,La Muralla Vallenata,simus
1314,Ensamble Coromático,simus
1315,Gran Banda 26 de Juliio,simus
1316,Ensamble Cuyabro de Clarinetes ,simus
1317,Rokamandú ,simus
1318,Perros sin Raza Banda,simus
1319,KUBANDE ORQUESTA,simus
1320,Broken Accidentally Dreams,simus
1321,Corporacion Orquesta Juvenil de Cámara,simus
1322,ESCUELA DE MÚSICA JESÚS ÁNGEL GONZÁLEZ ARIAS,simus
1323,EL VIAJE REGGAE ,simus
1324,Da Butten Folk,simus
1325,Frecuencia Voodoo,simus
1326,Apolo Marching Band,simus
1327,SO FUNKY,simus
1328,"Golpe, Son y Tambó",simus
1329,Proceso de Canto y coro de El Colegio,simus
1330,ECOVOCAL ENSAMBLE,simus
1331, SURVOCAL ENSAMBLE,simus
1332,Escuela de Música de Chivor,simus
1333,CORPORACION ESPIRITU DE BOYACA,simus
1334,Jesús Alejandro Sánchez Peña (Solista de Requinto y Bandola),simus
1335,CUARTETO INSTRUMENTAL SUATY,simus
1336,Banda Tradicional Gutiérrez Cundinamarca,simus
1337,Escuela de Cuerdas Gutiérrez Cundinamarca,simus
1338,ENSAMBLE ARSIS,simus
1339,Ensamble ARCOB,simus
1340,GRUPO MUSICAL VIDA Y ARMONÍA,simus
1341,Runakam,simus
1342,Orquesta Sinfónica de Piendamó,simus
1343,Banda sinfonica Juvenil de Piendamó,simus
1344,Banda Inicical de Piendamó,simus
1345,Orquesta de Cuerdas de Piendamó,simus
1346,Pre orquesta de Cuerdas,simus
1347,Semillero escuela Municipal de música de Piendamó,simus
1348,Chirimia del Pacifico Colombiano,simus
1349,ESCUELA DE FORMACION MUSICAL PAEZ VIVE ,simus
1350,Pal' Lereo Pabla,simus
1351,Mar a fuera ,simus
