,artist,song_descriptor,x1_graphics,x2_graphics,x0_descriptive,x1_descriptive,x2_descriptive,x3_descriptive,x4_descriptive,x5_descriptive,x6_descriptive,x7_descriptive,x8_descriptive,x9_descriptive,x10_descriptive,x11_descriptive,x12_descriptive,x13_descriptive,x14_descriptive,x15_descriptive,x16_descriptive,x17_descriptive,x18_descriptive,x19_descriptive,x20_descriptive,x21_descriptive,x22_descriptive,x23_descriptive,x24_descriptive,x25_descriptive,x26_descriptive,x27_descriptive,x28_descriptive,x29_descriptive,x30_descriptive,x31_descriptive,x32_descriptive,x33_descriptive,x34_descriptive,x35_descriptive,x36_descriptive,x37_descriptive,x38_descriptive,x39_descriptive,x40_descriptive,x41_descriptive,x42_descriptive,x43_descriptive,x44_descriptive,x45_descriptive,x46_descriptive,x47_descriptive,x48_descriptive,x49_descriptive,x50_descriptive,x51_descriptive,x52_descriptive,x53_descriptive,x54_descriptive,x55_descriptive,x56_descriptive,x57_descriptive,x58_descriptive,x59_descriptive,x60_descriptive,x61_descriptive,x62_descriptive,x63_descriptive,x64_descriptive,x65_descriptive,x66_descriptive,x67_descriptive,x68_descriptive,x69_descriptive,x70_descriptive,x71_descriptive,x72_descriptive,x73_descriptive,x74_descriptive,x75_descriptive,x76_descriptive,x77_descriptive,x78_descriptive,x79_descriptive,x80_descriptive,x81_descriptive,x82_descriptive,x83_descriptive,x84_descriptive,x85_descriptive,x86_descriptive,x87_descriptive,x88_descriptive,x89_descriptive,x90_descriptive,x91_descriptive,x92_descriptive,x93_descriptive,x94_descriptive,x95_descriptive,x96_descriptive,x97_descriptive,x98_descriptive,x99_descriptive,x100_descriptive,x101_descriptive,x102_descriptive,x103_descriptive,x104_descriptive,x105_descriptive,x106_descriptive,x107_descriptive,x108_descriptive,x109_descriptive,x110_descriptive,x111_descriptive,x112_descriptive,x113_descriptive,x114_descriptive,x115_descriptive,x116_descriptive,x117_descriptive,x118_descriptive,x119_descriptive,x120_descriptive,x121_descriptive,x122_descriptive,x123_descriptive,x124_descriptive,x125_descriptive,x126_descriptive,x127_descriptive
0,Shakira,314.26873779296875,314.26865,141.44794,314.26947,141.44812,88.97384,61.872437,55.083385,43.543915,39.09072,37.33958,36.122192,35.4704,33.75981,30.650387,29.43305,27.2649,24.643112,23.235958,22.567657,21.636734,20.87074,19.5914,19.162735,17.72312,17.159443,16.357944,16.291742,15.92922,15.320492,14.547598,13.84233,13.246376,13.001452,12.81112,12.3420315,11.831336,11.749659,11.395397,11.047438,10.672534,10.440853,10.186992,9.918918,9.789232,9.524175,8.965221,8.837804,8.765885,8.497309,8.230638,8.058205,8.0439625,7.8735747,7.7909565,7.675178,7.640553,7.458496,7.0709243,7.035591,6.9089518,6.778738,6.6443233,6.5664334,6.342558,6.266733,6.1104035,5.948968,5.866675,5.8072863,5.632193,5.4642305,5.3699307,5.2205963,4.9667034,4.9248743,4.6962705,4.685198,4.569079,4.475473,4.437942,4.202839,4.193265,4.051978,3.9312418,3.8932672,3.734532,3.5985606,3.4284265,3.3987603,3.3216114,3.1962137,3.1203446,3.0993395,3.064034,3.00047,2.864303,2.83923,2.726979,2.5452628,2.5145347,2.4122236,2.344101,2.2200584,2.1426713,2.1225848,2.056178,1.9293635,1.8844122,1.7973266,1.7297103,1.6633041,1.566879,1.5007725,1.4643553,1.3799673,1.2948345,1.1794863,1.1587026,1.1036041,1.0895704,1.0556178,0.9496722,0.8414447,0.768354,0.6660656,0.60001063,0.52364355,0.41363704,0.2242691,7.4922486e-05
1,Aterciopelados,469.14300537109375,469.14297,184.3431,469.1425,184.34329,139.26353,132.78702,118.44671,106.52413,103.28957,97.75001,90.09552,83.76348,81.220695,75.6162,74.459206,65.75,62.261967,60.263664,58.339718,55.774055,52.08196,48.51783,45.793354,44.66856,42.45973,41.437035,40.8953,39.121517,38.16338,36.527946,33.215683,31.39514,30.29467,29.17143,28.769033,28.343565,27.666552,26.8311,25.868937,24.773235,23.913982,23.072163,22.278631,21.884886,21.700642,21.082005,20.515305,20.363998,19.852545,19.220287,18.744623,17.82653,17.579557,16.889452,16.147688,15.803319,15.706897,15.216382,14.859477,14.509321,14.431143,14.257805,13.889916,13.472691,13.3260145,12.581108,12.244344,11.865803,11.802146,11.132712,10.651114,10.481915,10.331307,10.031924,9.543403,9.337809,9.174582,9.029832,8.833344,8.701744,8.354946,8.3062935,8.045124,7.8219695,7.751366,7.437432,7.321426,7.1886506,7.016784,6.623056,6.5376244,6.3891406,6.1742625,6.0591445,5.875972,5.700946,5.1484985,5.006517,4.9007726,4.553882,4.490584,4.315609,4.1939144,4.1545753,4.0563293,3.8684268,3.7145302,3.457278,3.3434012,3.208793,3.0521874,2.9991171,2.8829484,2.707332,2.5292218,2.3131258,2.2765405,1.9810685,1.8938686,1.8172033,1.5541805,1.3771225,1.3325335,1.2373067,1.0495207,0.98091066,0.9249026,0.6841454,0.47474527,0.00015455858
